customer_id,company_name,plan_tier,segment,region,channel,acquisition_date,month,mrr,expansion_mrr,is_active
CUST-0001,Apex Ventures,Growth,Mid-Market,EMEA,Direct Sales,02/24/2022,07/01/2023,4020.0,0,1
CUST-0001,Apex Ventures,Growth,Mid-Market,EMEA,Direct Sales,02/24/2022,08/01/2023,4020.0,0,1
CUST-0001,Apex Ventures,Growth,Mid-Market,EMEA,Direct Sales,02/24/2022,09/01/2023,4020.0,0,1
CUST-0001,Apex Ventures,Growth,Mid-Market,EMEA,Direct Sales,02/24/2022,10/01/2023,4020.0,0,1
CUST-0002,BlueStar Systems,Growth,Mid-Market,APAC,Outbound,12/29/2021,01/01/2022,2400.0,0,1
CUST-0002,BlueStar Systems,Growth,Mid-Market,APAC,Outbound,12/29/2021,02/01/2022,2400.0,0,1
CUST-0002,BlueStar Systems,Growth,Mid-Market,APAC,Outbound,12/29/2021,03/01/2022,2400.0,0,1
CUST-0002,BlueStar Systems,Growth,Mid-Market,APAC,Outbound,12/29/2021,04/01/2022,2400.0,0,1
CUST-0002,BlueStar Systems,Growth,Mid-Market,APAC,Outbound,12/29/2021,05/01/2022,2400.0,0,1
CUST-0003,Cascade Analytics,Enterprise,Mid-Market,EMEA,Partner,06/16/2022,06/01/2022,5810.0,0,1
CUST-0003,Cascade Analytics,Enterprise,Mid-Market,EMEA,Partner,06/16/2022,07/01/2022,5810.0,0,1
CUST-0003,Cascade Analytics,Enterprise,Mid-Market,EMEA,Partner,06/16/2022,08/01/2022,5810.0,0,1
CUST-0003,Cascade Analytics,Enterprise,Mid-Market,EMEA,Partner,06/16/2022,09/01/2022,6060.0,250.0,1
CUST-0003,Cascade Analytics,Enterprise,Mid-Market,EMEA,Partner,06/16/2022,10/01/2022,6060.0,0,1
CUST-0003,Cascade Analytics,Enterprise,Mid-Market,EMEA,Partner,06/16/2022,11/01/2022,6060.0,0,1
CUST-0003,Cascade Analytics,Enterprise,Mid-Market,EMEA,Partner,06/16/2022,12/01/2022,6060.0,0,1
CUST-0003,Cascade Analytics,Enterprise,Mid-Market,EMEA,Partner,06/16/2022,01/01/2023,6060.0,0,1
CUST-0003,Cascade Analytics,Enterprise,Mid-Market,EMEA,Partner,06/16/2022,02/01/2023,6060.0,0,1
CUST-0003,Cascade Analytics,Enterprise,Mid-Market,EMEA,Partner,06/16/2022,03/01/2023,6060.0,0,1
CUST-0003,Cascade Analytics,Enterprise,Mid-Market,EMEA,Partner,06/16/2022,04/01/2023,6060.0,0,1
CUST-0003,Cascade Analytics,Enterprise,Mid-Market,EMEA,Partner,06/16/2022,05/01/2023,6060.0,0,1
CUST-0003,Cascade Analytics,Enterprise,Mid-Market,EMEA,Partner,06/16/2022,06/01/2023,6060.0,0,1
CUST-0003,Cascade Analytics,Enterprise,Mid-Market,EMEA,Partner,06/16/2022,07/01/2023,6060.0,0,1
CUST-0003,Cascade Analytics,Enterprise,Mid-Market,EMEA,Partner,06/16/2022,08/01/2023,6060.0,0,1
CUST-0003,Cascade Analytics,Enterprise,Mid-Market,EMEA,Partner,06/16/2022,09/01/2023,6060.0,0,1
CUST-0003,Cascade Analytics,Enterprise,Mid-Market,EMEA,Partner,06/16/2022,10/01/2023,6060.0,0,1
CUST-0003,Cascade Analytics,Enterprise,Mid-Market,EMEA,Partner,06/16/2022,11/01/2023,6060.0,0,1
CUST-0003,Cascade Analytics,Enterprise,Mid-Market,EMEA,Partner,06/16/2022,12/01/2023,6060.0,0,1
CUST-0003,Cascade Analytics,Enterprise,Mid-Market,EMEA,Partner,06/16/2022,01/01/2024,6060.0,0,1
CUST-0003,Cascade Analytics,Enterprise,Mid-Market,EMEA,Partner,06/16/2022,02/01/2024,6060.0,0,1
CUST-0003,Cascade Analytics,Enterprise,Mid-Market,EMEA,Partner,06/16/2022,03/01/2024,6060.0,0,1
CUST-0003,Cascade Analytics,Enterprise,Mid-Market,EMEA,Partner,06/16/2022,04/01/2024,6060.0,0,1
CUST-0003,Cascade Analytics,Enterprise,Mid-Market,EMEA,Partner,06/16/2022,05/01/2024,6060.0,0,1
CUST-0003,Cascade Analytics,Enterprise,Mid-Market,EMEA,Partner,06/16/2022,06/01/2024,6060.0,0,1
CUST-0003,Cascade Analytics,Enterprise,Mid-Market,EMEA,Partner,06/16/2022,07/01/2024,6060.0,0,1
CUST-0003,Cascade Analytics,Enterprise,Mid-Market,EMEA,Partner,06/16/2022,08/01/2024,6060.0,0,1
CUST-0003,Cascade Analytics,Enterprise,Mid-Market,EMEA,Partner,06/16/2022,09/01/2024,6060.0,0,1
CUST-0003,Cascade Analytics,Enterprise,Mid-Market,EMEA,Partner,06/16/2022,10/01/2024,6060.0,0,1
CUST-0003,Cascade Analytics,Enterprise,Mid-Market,EMEA,Partner,06/16/2022,11/01/2024,6060.0,0,1
CUST-0003,Cascade Analytics,Enterprise,Mid-Market,EMEA,Partner,06/16/2022,12/01/2024,6060.0,0,1
CUST-0004,Drift Technologies,Enterprise,Mid-Market,APAC,Outbound,12/28/2022,12/01/2022,19050.0,0,1
CUST-0004,Drift Technologies,Enterprise,Mid-Market,APAC,Outbound,12/28/2022,01/01/2023,19050.0,0,1
CUST-0004,Drift Technologies,Enterprise,Mid-Market,APAC,Outbound,12/28/2022,02/01/2023,19050.0,0,1
CUST-0004,Drift Technologies,Enterprise,Mid-Market,APAC,Outbound,12/28/2022,03/01/2023,19050.0,0,1
CUST-0004,Drift Technologies,Enterprise,Mid-Market,APAC,Outbound,12/28/2022,04/01/2023,19050.0,0,1
CUST-0004,Drift Technologies,Enterprise,Mid-Market,APAC,Outbound,12/28/2022,05/01/2023,19050.0,0,1
CUST-0004,Drift Technologies,Enterprise,Mid-Market,APAC,Outbound,12/28/2022,06/01/2023,19050.0,0,1
CUST-0004,Drift Technologies,Enterprise,Mid-Market,APAC,Outbound,12/28/2022,07/01/2023,19050.0,0,1
CUST-0004,Drift Technologies,Enterprise,Mid-Market,APAC,Outbound,12/28/2022,08/01/2023,19050.0,0,1
CUST-0004,Drift Technologies,Enterprise,Mid-Market,APAC,Outbound,12/28/2022,09/01/2023,19050.0,0,1
CUST-0004,Drift Technologies,Enterprise,Mid-Market,APAC,Outbound,12/28/2022,10/01/2023,19050.0,0,1
CUST-0004,Drift Technologies,Enterprise,Mid-Market,APAC,Outbound,12/28/2022,11/01/2023,19050.0,0,1
CUST-0004,Drift Technologies,Enterprise,Mid-Market,APAC,Outbound,12/28/2022,12/01/2023,19050.0,0,1
CUST-0004,Drift Technologies,Enterprise,Mid-Market,APAC,Outbound,12/28/2022,01/01/2024,19050.0,0,1
CUST-0004,Drift Technologies,Enterprise,Mid-Market,APAC,Outbound,12/28/2022,02/01/2024,19050.0,0,1
CUST-0004,Drift Technologies,Enterprise,Mid-Market,APAC,Outbound,12/28/2022,03/01/2024,19050.0,0,1
CUST-0004,Drift Technologies,Enterprise,Mid-Market,APAC,Outbound,12/28/2022,04/01/2024,19050.0,0,1
CUST-0004,Drift Technologies,Enterprise,Mid-Market,APAC,Outbound,12/28/2022,05/01/2024,19600.0,550.0,1
CUST-0004,Drift Technologies,Enterprise,Mid-Market,APAC,Outbound,12/28/2022,06/01/2024,19600.0,0,1
CUST-0004,Drift Technologies,Enterprise,Mid-Market,APAC,Outbound,12/28/2022,07/01/2024,19600.0,0,1
CUST-0004,Drift Technologies,Enterprise,Mid-Market,APAC,Outbound,12/28/2022,08/01/2024,19600.0,0,1
CUST-0004,Drift Technologies,Enterprise,Mid-Market,APAC,Outbound,12/28/2022,09/01/2024,19600.0,0,1
CUST-0004,Drift Technologies,Enterprise,Mid-Market,APAC,Outbound,12/28/2022,10/01/2024,19600.0,0,1
CUST-0004,Drift Technologies,Enterprise,Mid-Market,APAC,Outbound,12/28/2022,11/01/2024,19600.0,0,1
CUST-0004,Drift Technologies,Enterprise,Mid-Market,APAC,Outbound,12/28/2022,12/01/2024,19600.0,0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,01/01/2022,3160.0,0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,02/01/2022,3160.0,0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,03/01/2022,3160.0,0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,04/01/2022,3160.0,0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,05/01/2022,3160.0,0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,06/01/2022,3160.0,0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,07/01/2022,3160.0,0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,08/01/2022,3210.0,50.0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,09/01/2022,3210.0,0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,10/01/2022,3240.0,30.0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,11/01/2022,3390.0,150.0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,12/01/2022,3390.0,0.0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,01/01/2023,3390.0,0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,02/01/2023,3390.0,0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,03/01/2023,3390.0,0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,04/01/2023,3390.0,0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,05/01/2023,3390.0,0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,06/01/2023,3390.0,0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,07/01/2023,3550.0,160.0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,08/01/2023,3550.0,0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,09/01/2023,3550.0,0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,10/01/2023,3550.0,0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,11/01/2023,3710.0,160.0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,12/01/2023,3710.0,0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,01/01/2024,3710.0,0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,02/01/2024,3710.0,0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,03/01/2024,3710.0,0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,04/01/2024,3710.0,0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,05/01/2024,3710.0,0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,06/01/2024,3710.0,0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,07/01/2024,3930.0,220.0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,08/01/2024,3930.0,0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,09/01/2024,3930.0,0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,10/01/2024,3930.0,0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,11/01/2024,3930.0,0,1
CUST-0005,Echo Digital,Growth,Mid-Market,EMEA,Inbound,12/24/2021,12/01/2024,3930.0,0,1
CUST-0006,Forge Solutions,Growth,Mid-Market,Americas,Partner,02/04/2022,02/01/2022,2090.0,0,1
CUST-0006,Forge Solutions,Growth,Mid-Market,Americas,Partner,02/04/2022,03/01/2022,2090.0,0,1
CUST-0006,Forge Solutions,Growth,Mid-Market,Americas,Partner,02/04/2022,04/01/2022,2120.0,30.0,1
CUST-0006,Forge Solutions,Growth,Mid-Market,Americas,Partner,02/04/2022,05/01/2022,2120.0,0,1
CUST-0006,Forge Solutions,Growth,Mid-Market,Americas,Partner,02/04/2022,06/01/2022,2120.0,0,1
CUST-0006,Forge Solutions,Growth,Mid-Market,Americas,Partner,02/04/2022,07/01/2022,2220.0,100.0,1
CUST-0006,Forge Solutions,Growth,Mid-Market,Americas,Partner,02/04/2022,08/01/2022,2220.0,0,1
CUST-0006,Forge Solutions,Growth,Mid-Market,Americas,Partner,02/04/2022,09/01/2022,2240.0,20.0,1
CUST-0006,Forge Solutions,Growth,Mid-Market,Americas,Partner,02/04/2022,10/01/2022,2240.0,0,1
CUST-0006,Forge Solutions,Growth,Mid-Market,Americas,Partner,02/04/2022,11/01/2022,2240.0,0,1
CUST-0006,Forge Solutions,Growth,Mid-Market,Americas,Partner,02/04/2022,12/01/2022,2240.0,0,1
CUST-0006,Forge Solutions,Growth,Mid-Market,Americas,Partner,02/04/2022,01/01/2023,2240.0,0,1
CUST-0006,Forge Solutions,Growth,Mid-Market,Americas,Partner,02/04/2022,02/01/2023,2240.0,0,1
CUST-0006,Forge Solutions,Growth,Mid-Market,Americas,Partner,02/04/2022,03/01/2023,2240.0,0,1
CUST-0006,Forge Solutions,Growth,Mid-Market,Americas,Partner,02/04/2022,04/01/2023,2240.0,0,1
CUST-0006,Forge Solutions,Growth,Mid-Market,Americas,Partner,02/04/2022,05/01/2023,2240.0,0,1
CUST-0006,Forge Solutions,Growth,Mid-Market,Americas,Partner,02/04/2022,06/01/2023,2240.0,0,1
CUST-0006,Forge Solutions,Growth,Mid-Market,Americas,Partner,02/04/2022,07/01/2023,2240.0,0,1
CUST-0006,Forge Solutions,Growth,Mid-Market,Americas,Partner,02/04/2022,08/01/2023,2240.0,0,1
CUST-0006,Forge Solutions,Growth,Mid-Market,Americas,Partner,02/04/2022,09/01/2023,2240.0,0,1
CUST-0006,Forge Solutions,Growth,Mid-Market,Americas,Partner,02/04/2022,10/01/2023,2240.0,0,1
CUST-0006,Forge Solutions,Growth,Mid-Market,Americas,Partner,02/04/2022,11/01/2023,2240.0,0,1
CUST-0006,Forge Solutions,Growth,Mid-Market,Americas,Partner,02/04/2022,12/01/2023,2240.0,0,1
CUST-0006,Forge Solutions,Growth,Mid-Market,Americas,Partner,02/04/2022,01/01/2024,2240.0,0,1
CUST-0006,Forge Solutions,Growth,Mid-Market,Americas,Partner,02/04/2022,02/01/2024,2280.0,40.0,1
CUST-0006,Forge Solutions,Growth,Mid-Market,Americas,Partner,02/04/2022,03/01/2024,2280.0,0,1
CUST-0006,Forge Solutions,Growth,Mid-Market,Americas,Partner,02/04/2022,04/01/2024,2280.0,0,1
CUST-0006,Forge Solutions,Growth,Mid-Market,Americas,Partner,02/04/2022,05/01/2024,2280.0,0,1
CUST-0006,Forge Solutions,Growth,Mid-Market,Americas,Partner,02/04/2022,06/01/2024,2280.0,0,1
CUST-0006,Forge Solutions,Growth,Mid-Market,Americas,Partner,02/04/2022,07/01/2024,2280.0,0,1
CUST-0006,Forge Solutions,Growth,Mid-Market,Americas,Partner,02/04/2022,08/01/2024,2280.0,0.0,1
CUST-0006,Forge Solutions,Growth,Mid-Market,Americas,Partner,02/04/2022,09/01/2024,2360.0,80.0,1
CUST-0006,Forge Solutions,Growth,Mid-Market,Americas,Partner,02/04/2022,10/01/2024,2360.0,0,1
CUST-0006,Forge Solutions,Growth,Mid-Market,Americas,Partner,02/04/2022,11/01/2024,2360.0,0,1
CUST-0006,Forge Solutions,Growth,Mid-Market,Americas,Partner,02/04/2022,12/01/2024,2360.0,0,1
CUST-0007,GridPoint Inc,Growth,Mid-Market,EMEA,Partner,08/05/2022,08/01/2022,1670.0,0,1
CUST-0007,GridPoint Inc,Growth,Mid-Market,EMEA,Partner,08/05/2022,09/01/2022,1670.0,0,1
CUST-0007,GridPoint Inc,Growth,Mid-Market,EMEA,Partner,08/05/2022,10/01/2022,1700.0,30.0,1
CUST-0007,GridPoint Inc,Growth,Mid-Market,EMEA,Partner,08/05/2022,11/01/2022,1730.0,30.0,1
CUST-0007,GridPoint Inc,Growth,Mid-Market,EMEA,Partner,08/05/2022,12/01/2022,1730.0,0,1
CUST-0007,GridPoint Inc,Growth,Mid-Market,EMEA,Partner,08/05/2022,01/01/2023,1730.0,0,1
CUST-0007,GridPoint Inc,Growth,Mid-Market,EMEA,Partner,08/05/2022,02/01/2023,1730.0,0,1
CUST-0007,GridPoint Inc,Growth,Mid-Market,EMEA,Partner,08/05/2022,03/01/2023,1730.0,0,1
CUST-0007,GridPoint Inc,Growth,Mid-Market,EMEA,Partner,08/05/2022,04/01/2023,1730.0,0,1
CUST-0007,GridPoint Inc,Growth,Mid-Market,EMEA,Partner,08/05/2022,05/01/2023,1730.0,0,1
CUST-0007,GridPoint Inc,Growth,Mid-Market,EMEA,Partner,08/05/2022,06/01/2023,1730.0,0,1
CUST-0007,GridPoint Inc,Growth,Mid-Market,EMEA,Partner,08/05/2022,07/01/2023,1730.0,0,1
CUST-0007,GridPoint Inc,Growth,Mid-Market,EMEA,Partner,08/05/2022,08/01/2023,1730.0,0,1
CUST-0007,GridPoint Inc,Growth,Mid-Market,EMEA,Partner,08/05/2022,09/01/2023,1730.0,0,1
CUST-0007,GridPoint Inc,Growth,Mid-Market,EMEA,Partner,08/05/2022,10/01/2023,1730.0,0,1
CUST-0007,GridPoint Inc,Growth,Mid-Market,EMEA,Partner,08/05/2022,11/01/2023,1730.0,0,1
CUST-0007,GridPoint Inc,Growth,Mid-Market,EMEA,Partner,08/05/2022,12/01/2023,1780.0,50.0,1
CUST-0007,GridPoint Inc,Growth,Mid-Market,EMEA,Partner,08/05/2022,01/01/2024,1780.0,0,1
CUST-0007,GridPoint Inc,Growth,Mid-Market,EMEA,Partner,08/05/2022,02/01/2024,1780.0,0,1
CUST-0007,GridPoint Inc,Growth,Mid-Market,EMEA,Partner,08/05/2022,03/01/2024,1780.0,0,1
CUST-0007,GridPoint Inc,Growth,Mid-Market,EMEA,Partner,08/05/2022,04/01/2024,1780.0,0,1
CUST-0007,GridPoint Inc,Growth,Mid-Market,EMEA,Partner,08/05/2022,05/01/2024,1780.0,0,1
CUST-0007,GridPoint Inc,Growth,Mid-Market,EMEA,Partner,08/05/2022,06/01/2024,1810.0,30.0,1
CUST-0007,GridPoint Inc,Growth,Mid-Market,EMEA,Partner,08/05/2022,07/01/2024,1810.0,0,1
CUST-0007,GridPoint Inc,Growth,Mid-Market,EMEA,Partner,08/05/2022,08/01/2024,1810.0,0,1
CUST-0007,GridPoint Inc,Growth,Mid-Market,EMEA,Partner,08/05/2022,09/01/2024,1810.0,0,1
CUST-0007,GridPoint Inc,Growth,Mid-Market,EMEA,Partner,08/05/2022,10/01/2024,1810.0,0,1
CUST-0007,GridPoint Inc,Growth,Mid-Market,EMEA,Partner,08/05/2022,11/01/2024,1900.0,90.0,1
CUST-0007,GridPoint Inc,Growth,Mid-Market,EMEA,Partner,08/05/2022,12/01/2024,1900.0,0,1
CUST-0008,Helix Data,Growth,Enterprise,Americas,Direct Sales,01/20/2021,01/01/2022,4660.0,260.0,1
CUST-0008,Helix Data,Growth,Enterprise,Americas,Direct Sales,01/20/2021,02/01/2022,4660.0,0,1
CUST-0008,Helix Data,Growth,Enterprise,Americas,Direct Sales,01/20/2021,03/01/2022,4660.0,0,1
CUST-0008,Helix Data,Growth,Enterprise,Americas,Direct Sales,01/20/2021,04/01/2022,4660.0,0,1
CUST-0008,Helix Data,Growth,Enterprise,Americas,Direct Sales,01/20/2021,05/01/2022,4660.0,0,1
CUST-0008,Helix Data,Growth,Enterprise,Americas,Direct Sales,01/20/2021,06/01/2022,4660.0,0,1
CUST-0008,Helix Data,Growth,Enterprise,Americas,Direct Sales,01/20/2021,07/01/2022,4660.0,0,1
CUST-0008,Helix Data,Growth,Enterprise,Americas,Direct Sales,01/20/2021,08/01/2022,4660.0,0,1
CUST-0008,Helix Data,Growth,Enterprise,Americas,Direct Sales,01/20/2021,09/01/2022,4660.0,0,1
CUST-0008,Helix Data,Growth,Enterprise,Americas,Direct Sales,01/20/2021,10/01/2022,4660.0,0,1
CUST-0008,Helix Data,Growth,Enterprise,Americas,Direct Sales,01/20/2021,11/01/2022,4930.0,270.0,1
CUST-0008,Helix Data,Growth,Enterprise,Americas,Direct Sales,01/20/2021,12/01/2022,4930.0,0,1
CUST-0008,Helix Data,Growth,Enterprise,Americas,Direct Sales,01/20/2021,01/01/2023,4930.0,0,1
CUST-0008,Helix Data,Growth,Enterprise,Americas,Direct Sales,01/20/2021,02/01/2023,4930.0,0,1
CUST-0008,Helix Data,Growth,Enterprise,Americas,Direct Sales,01/20/2021,03/01/2023,4930.0,0,1
CUST-0008,Helix Data,Growth,Enterprise,Americas,Direct Sales,01/20/2021,04/01/2023,4930.0,0,1
CUST-0008,Helix Data,Growth,Enterprise,Americas,Direct Sales,01/20/2021,05/01/2023,4930.0,0,1
CUST-0008,Helix Data,Growth,Enterprise,Americas,Direct Sales,01/20/2021,06/01/2023,4930.0,0,1
CUST-0008,Helix Data,Growth,Enterprise,Americas,Direct Sales,01/20/2021,07/01/2023,4930.0,0,1
CUST-0008,Helix Data,Growth,Enterprise,Americas,Direct Sales,01/20/2021,08/01/2023,4930.0,0,1
CUST-0008,Helix Data,Growth,Enterprise,Americas,Direct Sales,01/20/2021,09/01/2023,4930.0,0,1
CUST-0008,Helix Data,Growth,Enterprise,Americas,Direct Sales,01/20/2021,10/01/2023,4930.0,0,1
CUST-0008,Helix Data,Growth,Enterprise,Americas,Direct Sales,01/20/2021,11/01/2023,4950.0,20.0,1
CUST-0008,Helix Data,Growth,Enterprise,Americas,Direct Sales,01/20/2021,12/01/2023,4950.0,0,1
CUST-0008,Helix Data,Growth,Enterprise,Americas,Direct Sales,01/20/2021,01/01/2024,4950.0,0,1
CUST-0008,Helix Data,Growth,Enterprise,Americas,Direct Sales,01/20/2021,02/01/2024,4950.0,0,1
CUST-0008,Helix Data,Growth,Enterprise,Americas,Direct Sales,01/20/2021,03/01/2024,4950.0,0,1
CUST-0008,Helix Data,Growth,Enterprise,Americas,Direct Sales,01/20/2021,04/01/2024,4950.0,0,1
CUST-0008,Helix Data,Growth,Enterprise,Americas,Direct Sales,01/20/2021,05/01/2024,4950.0,0,1
CUST-0008,Helix Data,Growth,Enterprise,Americas,Direct Sales,01/20/2021,06/01/2024,4950.0,0,1
CUST-0008,Helix Data,Growth,Enterprise,Americas,Direct Sales,01/20/2021,07/01/2024,4950.0,0,1
CUST-0009,Iris Software,Starter,SMB,APAC,Outbound,09/21/2022,09/01/2022,320.0,0,1
CUST-0009,Iris Software,Starter,SMB,APAC,Outbound,09/21/2022,10/01/2022,320.0,0,1
CUST-0009,Iris Software,Starter,SMB,APAC,Outbound,09/21/2022,11/01/2022,320.0,0,1
CUST-0009,Iris Software,Starter,SMB,APAC,Outbound,09/21/2022,12/01/2022,320.0,0,1
CUST-0009,Iris Software,Starter,SMB,APAC,Outbound,09/21/2022,01/01/2023,320.0,0,1
CUST-0009,Iris Software,Starter,SMB,APAC,Outbound,09/21/2022,02/01/2023,330.0,10.0,1
CUST-0009,Iris Software,Starter,SMB,APAC,Outbound,09/21/2022,03/01/2023,330.0,0.0,1
CUST-0009,Iris Software,Starter,SMB,APAC,Outbound,09/21/2022,04/01/2023,330.0,0,1
CUST-0009,Iris Software,Starter,SMB,APAC,Outbound,09/21/2022,05/01/2023,330.0,0,1
CUST-0009,Iris Software,Starter,SMB,APAC,Outbound,09/21/2022,06/01/2023,350.0,20.0,1
CUST-0009,Iris Software,Starter,SMB,APAC,Outbound,09/21/2022,07/01/2023,350.0,0,1
CUST-0009,Iris Software,Starter,SMB,APAC,Outbound,09/21/2022,08/01/2023,370.0,20.0,1
CUST-0009,Iris Software,Starter,SMB,APAC,Outbound,09/21/2022,09/01/2023,370.0,0,1
CUST-0009,Iris Software,Starter,SMB,APAC,Outbound,09/21/2022,10/01/2023,370.0,0,1
CUST-0009,Iris Software,Starter,SMB,APAC,Outbound,09/21/2022,11/01/2023,370.0,0,1
CUST-0009,Iris Software,Starter,SMB,APAC,Outbound,09/21/2022,12/01/2023,370.0,0,1
CUST-0009,Iris Software,Starter,SMB,APAC,Outbound,09/21/2022,01/01/2024,370.0,0,1
CUST-0009,Iris Software,Starter,SMB,APAC,Outbound,09/21/2022,02/01/2024,370.0,0,1
CUST-0009,Iris Software,Starter,SMB,APAC,Outbound,09/21/2022,03/01/2024,370.0,0,1
CUST-0009,Iris Software,Starter,SMB,APAC,Outbound,09/21/2022,04/01/2024,370.0,0,1
CUST-0009,Iris Software,Starter,SMB,APAC,Outbound,09/21/2022,05/01/2024,370.0,0,1
CUST-0009,Iris Software,Starter,SMB,APAC,Outbound,09/21/2022,06/01/2024,370.0,0,1
CUST-0009,Iris Software,Starter,SMB,APAC,Outbound,09/21/2022,07/01/2024,370.0,0,1
CUST-0009,Iris Software,Starter,SMB,APAC,Outbound,09/21/2022,08/01/2024,380.0,10.0,1
CUST-0009,Iris Software,Starter,SMB,APAC,Outbound,09/21/2022,09/01/2024,380.0,0,1
